clae6,letra,clae6_desc,letra_desc
931050,R,"Servicios de acondicionamiento físico (Incluye gimnasios de musculación, pilates, yoga, personal trainner, etc.)","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931010,R,"Servicios de organización, dirección y gestión de prácticas deportivas en clubes (Incluye clubes de fútbol, golf, tiro, boxeo, etc.)","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939020,R,"Servicios de salones de juegos (Incluye salones de billar, pool, bowling, juegos electrónicos, etc.) ","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939090,R,Servicios de entretenimiento n.c.p.,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931020,R,"Explotación de instalaciones deportivas, excepto clubes","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939010,R,Servicios de parques de diversiones y parques temáticos,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939030,R,"Servicios de salones de baile, discotecas y similares","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931030,R,Promoción y producción de espectáculos deportivos,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
949200,S,Servicios de organizaciones políticas,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949910,S,"Servicios de mutuales, excepto mutuales de salud y financieras",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949930,S,Servicios de cooperativas cuando realizan varias actividades,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
942000,S,Servicios de sindicatos,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949990,S,Servicios de asociaciones n.c.p.,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
941200,S,Servicios de organizaciones profesionales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
941100,S,Servicios de organizaciones empresariales y de empleadores,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949920,S,Servicios de consorcios de edificios,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949100,S,Servicios de organizaciones religiosas,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
951100,S,Reparación y mantenimiento de equipos informáticos,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952100,S,"Reparación de artículos eléctricos y electrónicos de uso doméstico (Incluye  TV, radios, reproductores cd's y dvd's, cámaras de video de uso familiar, heladeras, lavarropas, secarropas, aire acondicionado de menos de 6000 frigorías)",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952920,S,Reparación de relojes y joyas. Relojerías,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952200,S,Reparación de calzado y artículos de marroquinería,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952910,S,"Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952300,S,Reparación de tapizados y muebles (Incluye la restauración de muebles),SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
951200,S,Reparación y mantenimiento de equipos de telefonía y de comunicación,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952990,S,"Reparación de efectos personales y enseres domésticos n.c.p. (Incluye la actividad de arreglos de prendas realizadas por modistas), (No incluye la actividad de sastres y modistas que confeccionan prendas: grupo 141)      ",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960990,S,"Servicios personales n.c.p. (Incluye actividades de astrología y espiritismo, las realizadas con fines sociales como agencias matrimoniales, de investigaciones genealógicas, de contratación de acompañantes, la actividad de lustrabotas, acomodadores de autos, etc.)",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960910,S,"Servicios de centros de estética, spa y similares (Incluye baños turcos, saunas, solarios, centros de masajes y adelgazamiento, etc.)",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960101,S,Servicios de limpieza de prendas prestado por tintorerías rápidas,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960201,S,Servicios de peluquería,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960202,S,"Servicios de tratamiento de belleza, excepto los de peluquería",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960102,S,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco",SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960300,S,Pompas fúnebres y servicios conexos,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
970000,T,Servicios de hogares privados que contratan servicio doméstico,SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO
990000,U,Servicios de organizaciones y órganos extraterritoriales,SERVICIOS DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES
